date;heure;PA01H;GEN;GON;A1;RUR-SE;RN6;RUR_S;BOB;VITRY;AUT;RUR_N;RAMBO;BP_EST
;;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3
2020-03-21;19;n/d;6;7;6;3;4;n/d;7;n/d;10;5;9;8
2020-03-21;20;n/d;5;10;6;3;8;n/d;9;n/d;7;5;6;7
2020-03-21;21;n/d;6;8;5;2;7;n/d;9;6;5;6;5;6
2020-03-21;22;n/d;7;7;3;3;4;n/d;8;7;5;6;5;10
2020-03-21;23;n/d;6;7;2;4;6;4;8;9;6;4;6;10
2020-03-21;24;n/d;6;6;4;4;10;3;6;7;6;4;4;n/d
2020-03-22;1;n/d;6;8;3;6;9;2;6;7;8;5;8;n/d
2020-03-22;2;n/d;6;7;1;4;8;7;7;n/d;6;5;8;n/d
2020-03-22;3;8;n/d;5;3;3;6;7;7;n/d;9;5;6;n/d
2020-03-22;4;8;n/d;6;7;2;6;5;10;n/d;9;7;6;11
2020-03-22;5;7;8;7;6;7;12;7;8;n/d;8;7;n/d;11
2020-03-22;6;7;9;8;5;7;13;9;10;n/d;9;8;n/d;8
2020-03-22;7;8;9;9;9;7;12;9;9;9;8;5;7;12
2020-03-22;8;8;n/d;10;8;8;8;8;10;9;6;5;6;9
2020-03-22;9;8;n/d;8;7;6;12;7;10;7;9;8;8;7
2020-03-22;10;8;n/d;7;5;3;9;8;7;9;12;8;7;10
2020-03-22;11;6;11;7;14;8;5;10;9;9;12;8;9;9
2020-03-22;12;9;12;9;8;7;8;11;8;14;9;10;10;9
2020-03-22;13;12;13;10;8;9;15;7;10;9;14;8;7;11
2020-03-22;14;11;13;9;7;7;7;9;9;9;11;8;6;12
2020-03-22;15;11;13;11;12;7;10;11;10;10;12;7;8;9
2020-03-22;16;11;13;12;10;14;11;11;12;13;10;7;10;13
2020-03-22;17;9;12;12;9;10;14;10;9;14;12;8;10;9
2020-03-22;18;10;11;10;7;8;10;12;8;10;10;8;9;10
2020-03-22;19;9;9;7;9;6;10;10;7;9;13;9;9;9
2020-03-22;20;8;9;8;9;5;8;9;5;10;10;6;5;9
2020-03-22;21;5;6;8;8;5;4;8;5;13;9;6;3;8
2020-03-22;22;4;6;6;4;3;4;5;6;10;11;9;3;10
2020-03-22;23;6;6;7;2;2;5;8;6;9;8;7;3;8
2020-03-22;24;6;5;6;5;6;7;6;6;9;9;7;10;8
2020-03-23;1;5;5;6;4;7;5;8;6;8;7;5;7;10
2020-03-23;2;5;5;5;4;6;7;8;8;9;5;9;4;8
2020-03-23;3;6;5;5;4;5;7;6;8;9;4;9;6;5
2020-03-23;4;7;5;8;3;5;6;4;7;6;4;5;8;4
2020-03-23;5;6;5;6;3;6;6;12;n/d;8;7;7;5;7
2020-03-23;6;5;6;7;6;8;7;9;n/d;n/d;9;8;7;9
2020-03-23;7;6;6;6;7;9;9;8;10;8;10;5;8;10
2020-03-23;8;7;7;8;8;9;8;8;11;6;12;6;7;9
2020-03-23;9;6;7;9;7;8;12;7;8;8;11;7;5;9
2020-03-23;10;7;7;7;6;5;9;8;4;10;n/d;7;3;10
2020-03-23;11;8;8;6;n/d;6;11;11;6;7;n/d;9;5;8
2020-03-23;12;7;8;7;n/d;6;8;8;9;7;n/d;8;6;8
2020-03-23;13;8;9;7;n/d;5;6;5;9;7;13;7;10;7
2020-03-23;14;7;9;9;8;4;7;5;9;5;11;6;9;7
2020-03-23;15;8;10;9;7;6;7;10;10;9;10;7;9;7
2020-03-23;16;7;11;9;7;8;10;12;7;9;12;8;8;12
2020-03-23;17;8;11;11;8;8;11;10;9;10;19;9;7;8
2020-03-23;18;10;12;10;8;7;12;14;11;12;11;7;11;16
2020-03-23;19;11;12;12;9;5;10;9;10;15;11;12;8;13
2020-03-23;20;12;14;13;20;8;14;18;14;15;10;11;12;16
2020-03-23;21;13;13;14;12;6;10;12;14;14;12;7;14;14
2020-03-23;22;11;11;10;10;10;8;13;13;11;11;12;14;24
2020-03-23;23;9;10;9;6;7;6;10;11;10;9;12;10;10
2020-03-23;24;9;9;11;7;4;13;8;11;10;8;8;9;10
2020-03-24;1;9;9;11;4;6;10;11;10;10;13;5;14;10
2020-03-24;2;10;10;8;10;13;8;12;9;9;8;11;9;7
2020-03-24;3;9;9;11;10;8;11;12;12;14;7;10;8;7
2020-03-24;4;10;9;11;8;8;11;10;10;11;9;9;9;10
2020-03-24;5;11;n/d;10;9;5;10;9;9;10;11;7;10;11
2020-03-24;6;10;n/d;10;9;10;8;11;7;12;8;8;8;16
2020-03-24;7;7;n/d;11;8;10;9;11;8;12;11;7;8;12
2020-03-24;8;10;n/d;11;7;8;12;10;10;12;11;8;11;12
2020-03-24;9;10;n/d;12;10;6;13;8;11;15;8;9;10;11
2020-03-24;10;10;n/d;9;10;6;9;7;9;11;6;7;7;9
2020-03-24;11;8;n/d;9;10;4;7;6;7;9;7;6;6;9
2020-03-24;12;7;n/d;8;8;7;8;9;8;7;12;8;9;11
2020-03-24;13;9;n/d;7;9;6;10;5;11;7;12;7;9;10
2020-03-24;14;11;n/d;9;8;9;7;9;13;8;9;n/d;5;8
2020-03-24;15;6;n/d;9;8;7;13;6;8;7;6;5;7;9
2020-03-24;16;8;n/d;8;5;5;10;6;6;7;7;4;7;7
2020-03-24;17;10;n/d;7;8;5;9;17;7;9;13;7;6;9
2020-03-24;18;11;n/d;6;9;7;8;10;9;9;11;7;10;10
2020-03-24;19;11;n/d;21;10;7;16;13;12;8;13;9;12;17
2020-03-24;20;12;n/d;14;12;6;12;13;14;11;20;13;10;12
2020-03-24;21;12;n/d;14;15;4;12;9;15;13;14;14;12;14
2020-03-24;22;12;n/d;15;14;8;11;11;17;13;13;14;11;13
2020-03-24;23;11;n/d;12;15;14;10;12;14;11;11;17;11;12
2020-03-24;24;12;n/d;14;15;10;10;16;12;15;15;11;12;14
2020-03-25;1;14;n/d;15;12;12;11;9;14;13;13;16;14;15
2020-03-25;2;14;n/d;15;12;12;15;11;15;16;12;12;12;15
2020-03-25;3;13;n/d;13;18;11;17;16;10;13;15;13;11;12
2020-03-25;4;13;n/d;15;14;16;10;13;15;16;16;11;14;14
2020-03-25;5;12;n/d;17;19;12;11;11;14;14;16;13;11;14
2020-03-25;6;13;n/d;18;13;12;16;14;19;14;17;15;13;20
2020-03-25;7;14;n/d;16;16;15;22;11;20;17;16;12;15;22
2020-03-25;8;16;n/d;14;21;16;15;16;18;15;20;14;14;21
2020-03-25;9;18;n/d;18;14;16;13;15;16;n/d;17;12;11;16
2020-03-25;10;16;n/d;18;13;11;23;16;14;n/d;16;16;11;16
2020-03-25;11;19;n/d;16;14;9;19;15;18;n/d;22;14;12;18
2020-03-25;12;19;n/d;14;17;11;15;19;15;n/d;20;13;12;18
2020-03-25;13;16;n/d;15;14;12;19;12;13;18;15;12;9;17
2020-03-25;14;16;n/d;12;13;14;8;16;12;14;14;14;14;16
2020-03-25;15;14;n/d;15;12;11;12;18;11;14;13;13;10;16
2020-03-25;16;18;n/d;14;15;9;18;25;14;16;20;13;7;14
2020-03-25;17;14;n/d;15;13;14;20;19;19;14;16;16;11;14
2020-03-25;18;14;n/d;17;14;15;15;18;13;15;17;17;10;17
2020-03-25;19;15;n/d;25;25;14;16;15;19;24;22;25;19;23
2020-03-25;20;24;n/d;23;26;14;17;17;25;27;23;26;22;29
2020-03-25;21;25;n/d;26;28;13;17;20;26;32;24;19;25;26
2020-03-25;22;26;n/d;27;22;11;12;21;27;37;29;25;26;27
2020-03-25;23;22;n/d;21;20;13;18;17;26;26;23;19;24;22
2020-03-25;24;19;n/d;20;21;12;11;18;21;25;17;17;14;19
2020-03-26;1;17;n/d;17;14;12;15;16;19;21;30;18;12;21
2020-03-26;2;17;n/d;13;13;12;14;15;16;11;13;18;14;15
2020-03-26;3;14;n/d;15;18;13;12;19;17;14;22;16;14;15
2020-03-26;4;16;n/d;20;17;12;17;15;19;17;20;19;17;18
2020-03-26;5;15;n/d;16;15;14;15;14;15;16;19;17;21;14
2020-03-26;6;14;n/d;16;15;13;20;16;18;21;17;19;18;20
2020-03-26;7;17;n/d;20;19;14;20;15;18;16;24;15;17;22
2020-03-26;8;18;n/d;18;18;15;19;16;18;21;17;17;15;19
2020-03-26;9;n/d;n/d;20;19;13;26;16;14;16;21;17;16;18
2020-03-26;10;19;n/d;18;16;11;22;23;17;20;18;14;12;17
2020-03-26;11;17;n/d;16;15;15;19;22;17;18;19;12;15;18
2020-03-26;12;16;n/d;15;14;11;14;24;15;18;14;14;16;19
2020-03-26;13;12;n/d;16;12;13;15;27;14;13;20;12;15;14
2020-03-26;14;13;n/d;16;14;15;18;18;12;15;16;10;17;19
2020-03-26;15;14;n/d;16;11;13;16;20;15;17;19;9;13;14
2020-03-26;16;12;n/d;15;14;11;13;21;11;15;17;11;16;19
2020-03-26;17;14;n/d;12;13;14;17;23;11;19;13;11;13;15
2020-03-26;18;11;n/d;12;13;11;15;19;11;20;18;16;14;13
2020-03-26;19;12;n/d;17;16;8;21;28;20;24;17;11;15;20
2020-03-26;20;16;n/d;19;17;15;24;19;23;25;22;14;18;23
2020-03-26;21;16;n/d;24;24;17;21;19;26;26;15;20;24;24
2020-03-26;22;18;n/d;21;22;12;18;22;22;29;18;25;24;20
2020-03-26;23;19;n/d;27;24;20;23;31;18;22;24;26;26;19
2020-03-26;24;22;n/d;28;22;14;22;25;24;19;25;23;33;24
2020-03-27;1;23;n/d;25;24;19;24;27;25;24;28;25;33;21
2020-03-27;2;22;n/d;21;23;16;22;27;24;22;26;21;24;24
2020-03-27;3;21;n/d;21;23;15;21;23;25;24;27;20;22;22
2020-03-27;4;19;n/d;21;23;14;19;27;24;21;29;20;24;23
2020-03-27;5;22;n/d;21;26;16;18;25;20;24;28;24;21;25
2020-03-27;6;24;n/d;24;24;17;20;24;23;23;29;27;22;26
2020-03-27;7;23;n/d;27;29;19;20;22;24;25;30;23;21;27
2020-03-27;8;26;n/d;30;32;15;22;24;28;31;33;31;23;30
2020-03-27;9;28;n/d;28;28;16;20;24;30;28;33;30;22;27
2020-03-27;10;27;n/d;30;25;15;21;27;30;23;29;26;21;27
2020-03-27;11;28;n/d;24;24;14;24;22;25;24;29;24;23;24
2020-03-27;12;26;30;23;25;13;19;22;20;24;30;24;19;22
2020-03-27;13;21;29;20;21;11;21;25;24;19;25;23;24;19
2020-03-27;14;20;27;25;19;21;25;31;23;20;19;29;21;24
2020-03-27;15;31;28;28;22;21;23;22;25;23;28;24;24;28
2020-03-27;16;23;31;25;25;19;23;26;22;23;24;22;20;23
2020-03-27;17;32;31;31;30;23;26;25;28;27;32;25;24;30
2020-03-27;18;31;34;30;30;18;27;25;28;29;30;28;27;31
2020-03-27;19;30;36;32;33;20;63;30;31;34;39;33;34;30
2020-03-27;20;33;41;31;41;20;50;30;35;37;33;33;35;32
2020-03-27;21;38;43;36;42;24;54;35;39;29;40;36;45;41
2020-03-27;22;36;45;41;35;25;49;44;39;36;43;37;42;38
2020-03-27;23;41;47;39;38;33;54;42;47;40;48;39;38;50
2020-03-27;24;42;52;43;47;37;67;42;43;42;51;48;39;43
2020-03-28;1;44;56;44;46;39;64;43;49;44;51;44;40;42
2020-03-28;2;49;57;49;48;41;66;47;49;47;54;47;45;47
2020-03-28;3;49;58;45;52;45;50;42;50;51;54;47;45;52
2020-03-28;4;52;59;52;51;48;56;50;52;54;53;54;45;52
2020-03-28;5;54;60;55;52;45;51;52;57;56;54;55;48;57
2020-03-28;6;57;60;52;61;48;52;52;56;74;61;58;44;59
2020-03-28;7;58;64;54;61;52;50;51;57;58;61;56;48;63
2020-03-28;8;58;67;57;59;52;57;58;58;64;57;59;50;60
2020-03-28;9;60;70;56;54;50;56;58;60;60;62;50;55;59
2020-03-28;10;60;67;52;55;45;54;57;56;55;59;48;48;55
2020-03-28;11;58;63;49;47;34;50;46;52;50;58;47;44;55
2020-03-28;12;54;61;46;47;31;41;47;48;45;51;45;47;50
2020-03-28;13;52;56;45;49;25;40;35;46;41;49;44;42;51
2020-03-28;14;51;56;47;40;32;38;39;42;45;39;47;40;42
2020-03-28;15;50;57;51;47;32;41;45;43;41;44;45;35;44
2020-03-28;16;52;57;43;45;37;40;43;42;42;45;42;45;42
2020-03-28;17;51;54;43;41;37;43;49;44;42;41;36;42;45
2020-03-28;18;45;50;38;40;43;39;49;43;44;41;33;44;40
2020-03-28;19;38;39;27;30;41;45;48;37;37;32;25;38;33
2020-03-28;20;31;27;18;21;38;30;39;28;25;22;12;29;27
2020-03-28;21;21;16;10;7;31;27;27;12;16;15;12;17;15
2020-03-28;22;11;12;7;11;15;19;20;9;16;11;10;11;11
2020-03-28;23;11;12;9;9;16;15;9;11;12;12;9;9;13
2020-03-28;24;10;11;9;8;8;11;11;14;10;9;10;7;10
2020-03-29;1;9;11;11;7;5;11;12;10;9;9;9;4;10
2020-03-29;2;9;10;8;4;4;10;13;11;11;12;7;8;9
2020-03-29;3;7;7;6;4;5;11;13;10;7;8;7;6;8
2020-03-29;4;5;9;9;9;7;8;8;9;6;6;5;5;7
2020-03-29;5;5;7;7;9;5;7;8;7;7;9;4;6;5
2020-03-29;6;5;7;8;5;5;6;6;5;6;8;4;6;7
2020-03-29;7;5;9;10;4;5;8;8;5;5;12;3;3;9
2020-03-29;8;6;9;16;6;7;11;7;7;8;9;6;3;6
2020-03-29;9;6;9;11;4;6;9;8;8;7;7;5;5;6
2020-03-29;10;5;7;8;2;3;9;5;7;6;7;2;5;11
2020-03-29;11;8;6;7;3;2;11;5;8;6;13;4;4;9
2020-03-29;12;8;6;7;2;4;8;3;8;9;8;9;7;7
2020-03-29;13;7;5;6;2;5;8;2;8;9;7;9;7;7
2020-03-29;14;n/d;6;5;5;3;4;4;7;7;3;5;7;8
2020-03-29;15;4;5;6;1;2;2;9;4;9;3;4;5;5
2020-03-29;16;5;6;6;2;3;3;6;5;9;4;5;3;6
2020-03-29;17;7;6;9;5;3;4;2;6;7;7;6;7;8
2020-03-29;18;5;7;8;8;4;6;6;5;8;8;6;7;6
2020-03-29;19;6;7;8;5;4;7;5;7;9;13;7;9;7
2020-03-29;20;5;7;9;7;6;5;5;7;7;8;6;8;9
2020-03-29;21;5;6;8;5;5;6;6;9;5;7;4;6;7
2020-03-29;22;6;5;7;2;4;5;5;8;5;9;5;4;4
2020-03-29;23;3;5;8;3;5;6;8;9;6;6;5;3;3
2020-03-29;24;5;5;7;3;4;5;5;10;7;11;5;4;8
2020-03-30;1;4;5;6;3;4;7;3;7;6;6;4;5;6
2020-03-30;2;5;5;5;4;2;4;3;7;6;5;3;6;4
2020-03-30;3;4;4;3;4;2;2;3;5;7;7;3;6;5
2020-03-30;4;3;5;6;5;3;3;3;4;6;14;4;3;6
2020-03-30;5;5;4;5;6;4;3;5;4;7;10;6;1;7
2020-03-30;6;4;4;4;7;3;6;5;3;7;9;5;6;7
2020-03-30;7;5;4;4;4;1;4;6;4;4;12;3;5;5
2020-03-30;8;5;4;4;4;1;6;4;6;4;10;3;3;7
2020-03-30;9;5;3;7;4;2;5;4;6;5;7;2;2;7
2020-03-30;10;4;3;6;5;7;4;3;5;5;7;1;4;n/d
2020-03-30;11;5;4;3;5;5;8;4;6;5;5;4;5;5
2020-03-30;12;3;4;2;3;1;8;5;6;5;9;3;3;5
2020-03-30;13;6;4;1;5;0;6;4;6;3;7;4;2;7
2020-03-30;14;8;4;2;7;1;8;4;4;4;12;6;3;6
2020-03-30;15;5;4;5;6;3;6;5;3;9;6;7;4;4
2020-03-30;16;3;4;4;5;3;3;5;5;9;4;4;4;8
2020-03-30;17;5;4;6;5;1;3;3;7;7;6;2;6;6
2020-03-30;18;4;4;7;7;1;6;4;8;8;6;5;6;5
2020-03-30;19;6;6;9;6;0;5;8;8;10;7;7;7;7
2020-03-30;20;7;9;9;9;0;8;7;8;11;15;10;7;12
2020-03-30;21;8;11;10;8;3;11;10;10;15;9;12;8;13
2020-03-30;22;10;14;13;15;5;9;7;11;13;14;12;7;9
2020-03-30;23;9;15;11;9;6;6;8;14;13;17;11;14;13
2020-03-30;24;12;12;12;11;4;8;7;12;11;13;8;13;9
2020-03-31;1;11;11;12;10;4;7;9;12;14;15;8;12;13
2020-03-31;2;11;11;12;11;4;9;10;13;14;11;7;17;15
2020-03-31;3;11;10;11;11;5;12;13;14;18;13;10;8;13
2020-03-31;4;12;11;10;10;9;11;14;14;14;16;9;9;14
2020-03-31;5;12;12;11;12;9;16;14;9;13;20;9;11;18
2020-03-31;6;14;13;13;15;12;15;15;17;13;18;12;11;14
2020-03-31;7;15;14;12;15;14;16;13;15;18;13;10;14;21
2020-03-31;8;17;16;14;21;12;23;19;11;16;14;15;15;17
2020-03-31;9;14;14;9;10;11;10;12;12;15;22;11;12;11
2020-03-31;10;11;11;10;9;8;12;14;10;13;15;12;9;11
2020-03-31;11;11;10;9;7;9;11;12;10;10;9;11;11;12
2020-03-31;12;10;9;10;11;6;11;8;9;10;11;8;8;10
2020-03-31;13;8;10;9;9;5;10;7;10;8;14;6;5;9
2020-03-31;14;9;9;13;7;6;9;6;9;9;10;9;4;9
2020-03-31;15;10;11;13;8;7;10;8;10;7;10;9;12;9
2020-03-31;16;9;12;12;12;5;11;7;10;9;16;15;10;9
2020-03-31;17;8;12;10;13;2;8;6;8;10;14;13;9;10
2020-03-31;18;8;13;12;9;7;10;9;5;10;11;12;8;10
2020-03-31;19;8;16;19;15;11;17;10;15;8;15;16;5;8
2020-03-31;20;17;23;19;19;11;19;18;23;22;20;17;11;21
2020-03-31;21;21;24;19;21;10;13;13;19;25;20;21;23;20
2020-03-31;22;21;24;24;23;11;16;15;19;24;20;21;19;21
2020-03-31;23;20;21;16;16;9;17;19;20;18;18;20;17;20
2020-03-31;24;19;19;20;12;12;16;21;27;16;13;22;21;16
2020-04-01;1;17;18;16;13;11;18;22;16;18;15;18;18;18
2020-04-01;2;17;17;14;15;13;19;18;19;14;16;19;19;14
2020-04-01;3;18;18;14;16;16;14;19;17;n/d;8;19;16;17
2020-04-01;4;16;19;17;18;7;15;21;20;19;18;18;19;24
2020-04-01;5;17;19;23;17;10;10;17;17;17;19;16;18;16
2020-04-01;6;19;19;18;18;7;12;19;20;19;24;18;21;21
2020-04-01;7;21;20;21;21;11;11;15;21;17;24;22;n/d;23
2020-04-01;8;17;20;20;21;8;12;9;21;18;26;16;n/d;21
2020-04-01;9;n/d;19;17;18;6;14;17;15;17;23;17;n/d;22
2020-04-01;10;n/d;17;15;15;4;11;n/d;12;12;17;12;n/d;14
2020-04-01;11;n/d;13;13;13;4;12;n/d;9;9;11;12;10;9
2020-04-01;12;n/d;12;9;11;5;12;n/d;7;9;14;9;12;12
2020-04-01;13;n/d;12;9;10;6;9;17;12;8;12;7;11;9
2020-04-01;14;11;14;10;12;7;9;6;9;8;14;13;10;11
2020-04-01;15;12;15;14;14;7;10;8;10;8;14;12;8;13
2020-04-01;16;13;17;14;13;8;9;9;8;13;13;12;11;18
2020-04-01;17;17;19;15;11;8;11;12;11;17;16;18;11;19
2020-04-01;18;16;19;19;14;8;12;12;18;16;17;16;16;15
2020-04-01;19;17;23;19;24;11;16;14;20;20;17;17;14;25
2020-04-01;20;21;25;20;21;10;22;15;24;25;24;19;19;25
2020-04-01;21;23;24;22;23;14;20;17;24;18;26;22;21;20
2020-04-01;22;24;22;19;25;13;21;21;21;17;27;14;22;25
2020-04-01;23;21;20;17;20;12;24;23;20;21;21;19;20;19
2020-04-01;24;19;17;17;15;13;24;24;19;19;19;15;21;17
2020-04-02;1;16;16;14;12;15;22;17;16;20;18;13;18;15
2020-04-02;2;16;16;12;17;15;14;20;14;16;16;17;15;14
2020-04-02;3;16;16;16;14;13;14;16;17;16;18;11;16;12
2020-04-02;4;15;17;15;15;16;14;17;10;20;29;16;12;17
2020-04-02;5;18;16;11;20;17;23;19;18;17;20;16;14;20
2020-04-02;6;18;17;18;17;18;16;18;13;22;17;15;11;21
2020-04-02;7;18;18;15;18;17;25;23;16;19;20;11;12;17
2020-04-02;8;17;17;14;19;21;25;24;17;16;22;12;14;16
2020-04-02;9;16;12;9;12;19;21;20;13;8;20;8;8;9
2020-04-02;10;11;10;8;10;16;16;8;9;12;14;7;8;10
2020-04-02;11;11;13;8;12;7;12;8;8;13;13;9;8;11
2020-04-02;12;12;13;9;13;6;11;14;10;12;12;11;8;12
2020-04-02;13;11;13;11;14;8;9;11;10;10;10;11;10;13
2020-04-02;14;13;15;14;11;7;16;8;11;11;15;10;7;10
2020-04-02;15;15;16;14;13;11;17;9;10;12;12;8;9;15
2020-04-02;16;14;17;11;15;11;15;15;11;14;14;9;12;14
2020-04-02;17;15;16;9;12;8;11;12;15;14;20;9;16;14
2020-04-02;18;14;10;8;15;10;14;15;12;14;15;6;11;13
2020-04-02;19;10;9;9;11;9;13;13;10;10;9;6;10;8
2020-04-02;20;8;10;8;11;11;19;15;12;9;8;8;8;8
2020-04-02;21;8;10;11;9;17;26;16;8;8;16;7;6;8
2020-04-02;22;9;14;11;15;15;23;10;9;9;11;10;13;10
2020-04-02;23;11;14;19;13;18;22;8;14;9;12;11;8;11
2020-04-02;24;11;12;15;8;10;18;6;12;9;11;10;11;9
2020-04-03;1;11;11;11;8;8;18;10;10;11;13;13;13;9
2020-04-03;2;11;11;11;14;13;17;10;10;10;11;11;9;11
2020-04-03;3;10;11;10;12;8;15;10;11;11;10;9;6;11
2020-04-03;4;11;12;12;12;7;14;8;10;9;14;9;9;11
2020-04-03;5;11;13;15;21;7;15;9;10;12;16;10;8;11
2020-04-03;6;12;14;12;22;10;15;14;9;14;17;11;7;12
2020-04-03;7;12;16;13;22;10;18;9;15;16;12;9;11;13
2020-04-03;8;13;18;13;22;10;16;9;16;16;15;12;12;16
2020-04-03;9;14;20;17;14;8;18;11;14;17;14;13;8;15
2020-04-03;10;17;18;18;18;7;18;12;17;14;14;11;8;18
2020-04-03;11;18;16;13;17;5;20;11;11;14;16;12;6;11
2020-04-03;12;15;14;9;12;10;11;8;9;12;11;10;7;8
2020-04-03;13;10;10;12;12;8;9;5;8;8;16;8;5;10
2020-04-03;14;9;9;10;12;6;10;4;8;9;8;6;6;9
2020-04-03;15;8;7;7;6;4;11;5;8;8;9;6;3;7
2020-04-03;16;7;8;7;8;2;11;5;9;7;9;6;3;7
2020-04-03;17;9;9;9;7;4;15;5;7;7;16;7;7;7
2020-04-03;18;10;10;11;8;6;13;10;7;8;13;12;5;7
2020-04-03;19;12;12;10;9;8;17;8;11;8;17;9;9;9
2020-04-03;20;14;14;11;10;10;22;8;12;14;13;17;12;14
2020-04-03;21;12;18;13;17;7;14;7;18;13;17;8;12;15
2020-04-03;22;13;22;26;12;13;25;9;26;23;22;10;12;22
2020-04-03;23;16;16;17;20;8;25;13;21;18;30;11;19;19
2020-04-03;24;16;15;16;12;7;24;10;17;10;22;9;19;15
2020-04-04;1;15;14;13;12;7;18;10;17;13;23;10;18;13
2020-04-04;2;15;14;13;14;8;14;15;11;12;23;9;13;11
2020-04-04;3;15;19;10;11;7;20;11;17;11;22;7;15;16
2020-04-04;4;14;23;12;14;7;15;8;15;13;23;7;17;19
2020-04-04;5;12;17;9;18;7;18;13;15;13;22;8;17;12
2020-04-04;6;11;13;11;17;6;19;15;14;15;24;12;12;14
2020-04-04;7;15;14;12;13;11;18;17;15;14;26;10;10;21
2020-04-04;8;20;17;20;21;8;18;17;20;21;20;20;11;26
2020-04-04;9;23;21;30;24;12;14;13;18;19;20;18;6;22
2020-04-04;10;20;20;21;12;9;9;16;14;12;14;n/d;10;15
2020-04-04;11;16;13;16;7;6;9;7;10;11;13;11;6;12
2020-04-04;12;11;9;9;3;4;11;8;6;8;10;7;4;7
2020-04-04;13;7;8;7;4;3;8;6;3;4;8;7;2;4
2020-04-04;14;6;6;8;4;3;9;4;8;7;8;10;1;5
2020-04-04;15;7;7;8;3;2;8;7;7;7;10;8;6;7
2020-04-04;16;6;6;7;7;0;8;8;6;10;7;7;4;8
2020-04-04;17;7;6;6;7;3;n/d;7;8;9;9;8;5;5
2020-04-04;18;8;7;n/d;6;5;n/d;5;8;8;10;9;7;7
2020-04-04;19;6;10;n/d;7;6;8;5;6;12;7;n/d;6;10
2020-04-04;20;7;8;4;9;6;13;8;7;11;10;8;5;11
2020-04-04;21;9;12;7;13;6;11;10;8;9;9;8;3;13
2020-04-04;22;12;12;7;11;6;13;6;11;11;10;5;5;11
2020-04-04;23;9;12;6;13;4;11;8;11;11;13;6;8;8
2020-04-04;24;9;11;6;14;10;12;8;11;11;12;6;12;10
