date;heure;PA01H;LOGNES;MELUN;VILLEM;CERGY;PA13;RUR-E;RUR-NO;RUR-SE;ULIS;CHAMP;PA18;MANT;RUR_S;RUR-SO;VITRY;MONTG;NEUIL;RUR-NE;RAMBO;EIFF3;RUR_N;TREMB
;;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3
2020-02-13;18;54;66;62;50;75;58;76;83;82;71;49;58;74;85;83;72;70;54;81;83;85;80;52
2020-02-13;19;63;68;60;56;77;61;73;85;80;72;63;62;74;82;86;76;67;61;78;84;86;80;59
2020-02-13;20;59;73;64;60;79;62;75;84;77;75;64;60;75;81;86;81;72;56;80;84;86;79;64
2020-02-13;21;62;74;67;63;78;61;76;84;78;75;65;64;76;82;84;79;74;61;79;80;86;78;62
2020-02-13;22;69;76;66;64;77;67;75;83;79;71;71;65;73;81;85;80;74;64;78;82;84;77;59
2020-02-13;23;67;77;67;67;77;63;79;82;75;71;69;63;75;74;83;79;70;62;77;82;85;75;59
2020-02-13;24;67;72;65;67;76;66;77;79;72;71;69;63;74;71;79;78;73;63;73;80;84;72;58
2020-02-14;1;67;73;61;67;74;63;73;77;70;69;67;63;74;71;76;79;75;62;71;75;83;72;55
2020-02-14;2;69;71;60;67;74;66;68;77;67;68;69;65;68;72;73;81;79;61;61;75;84;72;52
2020-02-14;3;65;69;51;65;74;64;63;75;67;65;64;63;65;70;69;67;67;56;65;69;82;72;55
2020-02-14;4;60;62;49;62;72;59;66;73;66;61;48;60;64;69;71;57;61;54;58;70;79;70;54
2020-02-14;5;60;45;47;57;69;59;65;73;64;60;37;59;62;69;69;58;58;54;59;68;77;65;50
2020-02-14;6;52;42;41;54;62;48;56;72;66;56;38;51;54;68;69;53;50;43;52;66;72;65;46
2020-02-14;7;43;34;28;43;58;34;52;68;63;47;29;40;42;63;64;45;46;39;44;61;75;53;26
2020-02-14;8;28;25;28;32;55;26;50;63;57;47;23;32;34;64;63;29;38;21;31;60;70;46;24
2020-02-14;9;34;33;29;35;53;33;48;63;61;51;25;36;41;65;53;28;41;27;32;57;65;50;24
2020-02-14;10;40;46;34;37;54;42;55;61;69;49;34;42;44;63;54;43;44;34;42;58;68;53;34
2020-02-14;11;45;49;42;43;59;35;60;63;66;50;36;47;53;65;61;46;43;39;52;62;66;60;41
2020-02-14;12;54;53;44;n/d;68;49;67;72;69;58;43;54;61;71;68;52;54;50;58;68;67;66;58
2020-02-14;13;55;63;54;n/d;71;52;76;75;73;64;52;61;66;75;75;64;60;53;65;73;70;70;56
2020-02-14;14;54;64;56;53;74;60;75;74;74;63;54;62;66;79;78;67;60;52;65;75;74;73;53
2020-02-14;15;57;67;55;57;73;60;74;74;77;66;60;61;64;78;78;64;63;53;65;74;76;71;59
2020-02-14;16;54;67;56;55;74;56;74;73;76;64;61;60;58;76;77;67;67;48;67;70;79;67;54
2020-02-14;17;44;61;46;51;68;48;72;71;68;60;49;54;47;71;73;54;53;41;66;59;71;62;48
2020-02-14;18;34;38;16;34;60;23;69;61;56;55;28;42;21;64;66;39;45;25;60;56;69;54;33
2020-02-14;19;21;32;11;15;61;15;66;59;44;50;32;33;28;63;60;24;45;23;52;46;69;48;22
2020-02-14;20;19;22;16;19;59;15;61;59;37;56;30;23;24;55;64;29;49;18;50;45;67;41;31
2020-02-14;21;15;43;21;23;55;17;58;62;44;55;36;25;36;53;63;30;50;23;50;47;68;49;32
2020-02-14;22;12;42;27;23;52;18;55;62;52;51;35;21;38;57;59;33;44;23;53;57;69;49;31
2020-02-14;23;20;52;35;32;61;26;53;61;57;51;46;16;42;55;58;35;38;18;54;56;64;33;35
2020-02-14;24;27;52;39;37;62;32;52;60;56;50;46;28;42;60;58;43;48;13;56;51;58;23;44
2020-02-15;1;25;54;39;34;57;33;52;57;51;48;46;31;48;58;56;41;48;22;57;53;64;30;46
2020-02-15;2;26;51;32;37;57;35;51;56;56;48;43;29;51;59;55;44;47;28;56;49;64;48;46
2020-02-15;3;31;56;34;37;59;38;50;56;49;51;47;34;49;56;57;41;48;35;57;54;70;39;48
2020-02-15;4;34;54;35;38;59;37;52;55;50;51;46;35;52;55;60;43;48;38;56;59;74;41;47
2020-02-15;5;31;46;44;32;57;27;52;57;47;51;38;33;50;54;59;38;45;37;57;58;78;52;45
2020-02-15;6;22;37;32;27;49;19;50;59;49;54;36;30;49;52;59;32;38;35;54;55;75;57;39
2020-02-15;7;11;45;31;28;54;24;44;58;45;52;37;22;43;51;57;36;40;30;54;50;80;53;40
2020-02-15;8;24;47;38;30;57;29;47;55;50;50;39;22;44;52;55;28;38;24;56;47;88;39;41
2020-02-15;9;31;49;40;36;59;33;55;55;55;52;39;32;48;53;57;39;43;37;55;50;68;50;42
2020-02-15;10;37;55;47;40;66;41;63;63;62;53;47;41;55;60;59;49;51;44;56;58;68;59;44
2020-02-15;11;47;63;53;47;72;45;70;70;66;58;54;46;61;67;71;55;58;45;58;63;70;64;49
2020-02-15;12;53;73;56;58;75;56;74;76;73;65;64;55;68;72;73;69;66;53;68;67;76;69;59
2020-02-15;13;66;80;66;69;77;70;76;77;77;69;71;66;68;77;75;73;72;63;77;72;82;74;66
2020-02-15;14;61;78;68;66;75;64;79;75;80;69;71;65;67;80;77;71;74;57;77;72;82;74;65
2020-02-15;15;55;77;66;66;73;61;77;74;79;67;67;56;67;77;75;68;72;52;75;70;78;72;63
2020-02-15;16;53;75;65;64;72;56;77;72;76;63;65;53;65;74;73;66;69;52;75;67;78;68;64
2020-02-15;17;45;68;60;63;70;50;75;72;75;62;63;51;62;72;71;63;68;49;74;66;75;65;60
2020-02-15;18;47;65;58;57;69;48;73;71;72;61;63;53;61;70;71;61;65;49;69;66;74;65;57
2020-02-15;19;50;68;58;55;68;52;72;71;70;61;60;53;62;68;70;63;64;48;67;68;75;65;54
2020-02-15;20;49;65;55;55;69;50;67;70;68;61;58;51;63;69;69;61;65;48;67;68;73;64;56
2020-02-15;21;53;66;57;57;69;54;66;70;67;63;61;54;62;70;70;62;65;52;69;68;73;65;57
2020-02-15;22;58;71;59;61;70;60;69;70;67;64;64;58;62;72;71;69;66;56;70;70;75;67;58
2020-02-15;23;59;71;59;63;69;62;66;70;66;62;66;60;62;69;69;69;68;56;72;69;74;68;60
2020-02-15;24;59;71;59;62;68;59;66;67;65;60;65;58;60;65;67;68;65;54;71;67;71;67;59
2020-02-16;1;56;69;60;60;65;59;66;65;64;58;63;56;60;65;65;64;62;54;68;65;67;63;57
2020-02-16;2;55;68;58;59;63;57;64;63;64;57;60;55;58;65;63;63;63;55;65;64;66;60;54
2020-02-16;3;55;67;58;55;62;58;62;62;64;n/d;60;54;58;64;61;62;62;53;65;62;64;60;54
2020-02-16;4;55;67;58;58;61;57;65;64;64;n/d;60;55;62;64;60;62;62;54;62;60;64;59;54
2020-02-16;5;55;67;57;57;63;57;65;66;63;n/d;60;54;63;64;59;62;61;52;63;59;64;59;54
2020-02-16;6;55;66;57;56;59;56;64;61;63;n/d;59;54;57;62;59;61;60;50;64;59;63;58;53
2020-02-16;7;53;65;55;55;58;54;63;59;62;n/d;57;52;52;61;58;57;58;50;63;58;62;58;53
2020-02-16;8;51;63;53;53;57;52;63;58;60;n/d;55;50;51;59;57;57;57;48;62;58;61;57;51
2020-02-16;9;51;62;52;50;56;53;62;57;60;n/d;55;51;51;59;57;57;57;48;62;58;61;56;50
2020-02-16;10;53;63;52;53;56;54;62;58;60;n/d;56;51;51;60;58;58;58;48;62;58;61;57;51
2020-02-16;11;50;62;54;52;57;52;63;58;62;n/d;55;49;53;61;57;56;57;48;61;59;60;57;50
2020-02-16;12;50;63;55;51;59;53;64;59;64;n/d;55;50;55;61;61;57;58;47;60;61;60;56;49
2020-02-16;13;53;65;56;55;60;56;65;60;64;n/d;59;52;57;63;63;60;60;52;62;62;63;58;51
2020-02-16;14;56;66;59;58;61;58;66;60;66;n/d;60;55;57;64;63;62;61;53;64;63;64;61;53
2020-02-16;15;54;67;59;57;60;57;68;61;66;n/d;61;54;58;64;64;63;62;52;64;62;65;61;53
2020-02-16;16;51;65;60;54;61;55;68;63;67;n/d;58;52;59;64;63;57;60;51;62;62;63;60;49
2020-02-16;17;51;65;59;52;61;53;68;61;67;n/d;57;51;56;63;63;57;60;51;61;62;62;59;48
2020-02-16;18;n/d;63;56;53;59;53;66;61;66;n/d;57;50;59;61;61;58;59;50;60;61;61;57;47
2020-02-16;19;n/d;61;55;51;76;49;65;86;63;n/d;54;50;74;58;61;54;57;53;58;63;63;72;47
2020-02-16;20;n/d;70;52;70;81;74;62;86;61;n/d;69;68;78;57;83;79;68;66;84;87;88;82;63
2020-02-16;21;n/d;77;69;72;82;75;80;87;74;n/d;73;69;74;84;87;85;79;65;79;87;88;81;69
2020-02-16;22;n/d;78;69;73;81;75;81;86;83;n/d;71;70;74;84;85;79;78;66;76;85;88;79;64
2020-02-16;23;n/d;77;67;68;80;71;79;84;80;n/d;66;67;76;83;86;74;76;62;79;85;86;80;65
2020-02-16;24;n/d;78;68;69;81;74;81;84;83;n/d;68;71;77;83;84;77;77;66;77;83;87;79;66
2020-02-17;1;n/d;78;70;69;80;73;78;82;80;n/d;69;70;76;82;82;75;76;64;80;82;85;78;67
2020-02-17;2;n/d;77;70;68;77;72;78;79;81;n/d;67;70;73;81;82;70;74;65;77;80;84;76;68
2020-02-17;3;n/d;76;69;67;76;71;78;78;79;n/d;67;70;73;81;80;68;71;63;73;79;83;75;65
2020-02-17;4;n/d;74;68;63;76;66;76;77;79;n/d;63;68;70;81;78;62;70;61;71;73;81;75;63
2020-02-17;5;n/d;66;64;56;76;53;74;73;78;n/d;57;64;62;81;76;60;68;49;69;73;78;74;58
2020-02-17;6;n/d;56;61;48;71;33;75;71;75;n/d;52;53;49;80;75;50;65;34;69;72;75;66;53
2020-02-17;7;n/d;52;49;40;67;28;76;68;75;n/d;49;46;52;77;76;43;61;27;63;67;75;58;46
2020-02-17;8;n/d;46;48;39;67;31;72;66;72;n/d;44;39;53;72;76;43;57;30;66;65;73;58;44
2020-02-17;9;n/d;57;48;46;71;42;73;69;73;n/d;43;n/d;62;78;75;55;58;38;59;65;77;63;42
2020-02-17;10;n/d;65;52;54;74;57;73;75;73;n/d;56;57;70;77;77;61;63;48;62;71;77;69;52
2020-02-17;11;n/d;72;62;65;75;67;76;78;79;n/d;65;65;71;81;81;71;73;63;72;77;79;75;62
2020-02-17;12;n/d;77;63;70;76;70;79;80;82;n/d;71;68;72;83;80;74;75;67;75;77;81;76;68
2020-02-17;13;n/d;75;66;70;n/d;69;79;79;82;n/d;70;n/d;73;82;79;72;74;n/d;75;79;81;76;n/d
2020-02-17;14;n/d;74;64;69;79;70;78;81;80;n/d;68;67;75;79;82;73;73;61;76;80;80;77;67
2020-02-17;15;n/d;77;60;69;82;69;75;83;76;n/d;70;66;75;80;80;74;75;61;76;80;80;81;65
2020-02-17;16;n/d;75;62;68;77;69;77;79;77;n/d;69;71;69;78;81;74;73;66;76;81;83;79;68
2020-02-17;17;n/d;70;59;66;71;64;75;76;74;n/d;64;58;63;75;77;70;70;57;73;76;78;72;64
2020-02-17;18;n/d;60;45;54;65;53;73;72;71;n/d;55;51;58;73;73;62;60;43;69;69;76;69;50
2020-02-17;19;n/d;49;44;53;66;47;69;73;66;n/d;42;45;53;74;72;45;48;40;58;72;73;65;42
2020-02-17;20;n/d;59;48;59;65;58;64;71;65;n/d;53;54;54;73;70;60;57;55;54;69;75;65;50
2020-02-17;21;n/d;63;53;61;66;59;63;72;72;n/d;58;58;58;69;69;61;62;57;63;65;74;67;56
2020-02-17;22;n/d;61;57;57;67;55;68;71;68;n/d;49;51;57;66;67;53;52;50;63;67;70;68;56
2020-02-17;23;n/d;59;56;58;63;55;68;67;65;n/d;51;52;57;66;64;61;53;48;60;67;69;65;52
2020-02-17;24;n/d;60;57;58;57;56;65;64;64;n/d;51;53;51;63;64;58;56;50;59;65;69;62;52
2020-02-18;1;n/d;60;53;55;57;56;63;63;62;n/d;51;54;53;61;63;55;55;51;60;65;68;61;53
2020-02-18;2;n/d;59;50;55;60;57;61;60;61;n/d;52;54;53;60;60;51;54;51;60;63;68;60;54
2020-02-18;3;n/d;53;50;53;60;56;58;60;60;n/d;47;54;51;58;59;45;53;52;59;61;68;60;54
2020-02-18;4;n/d;55;47;50;60;52;56;55;58;n/d;43;51;44;54;60;39;51;47;58;60;67;59;53
2020-02-18;5;n/d;48;43;39;58;42;54;55;55;n/d;39;47;40;56;59;30;48;45;46;57;64;59;42
2020-02-18;6;n/d;37;36;29;56;32;52;56;52;n/d;30;37;33;55;57;18;42;36;42;49;64;55;33
2020-02-18;7;n/d;24;31;23;53;25;52;56;52;n/d;19;30;34;54;57;14;33;24;31;46;66;54;20
2020-02-18;8;n/d;28;28;18;48;20;52;55;51;n/d;14;27;38;52;56;16;32;15;27;43;63;54;17
2020-02-18;9;n/d;41;38;21;53;28;55;57;52;n/d;28;31;42;56;57;29;40;22;32;47;61;58;26
2020-02-18;10;n/d;52;47;43;56;46;60;60;58;n/d;41;42;51;59;61;45;49;34;40;56;63;59;36
2020-02-18;11;n/d;58;52;52;61;54;64;66;63;n/d;52;51;59;65;64;59;56;47;52;67;65;64;49
2020-02-18;12;n/d;67;57;59;69;62;69;74;71;n/d;61;60;65;71;73;64;67;56;61;74;74;69;57
2020-02-18;13;n/d;70;62;67;75;67;73;76;75;n/d;66;66;69;78;79;70;71;62;70;77;80;72;63
2020-02-18;14;n/d;73;66;68;78;68;77;79;77;n/d;68;67;72;78;82;73;73;61;77;81;81;75;67
2020-02-18;15;n/d;78;63;69;77;70;79;80;77;n/d;72;68;70;78;81;76;75;59;77;79;83;77;68
2020-02-18;16;n/d;74;61;67;77;64;78;80;75;n/d;63;65;68;76;80;67;72;59;75;80;79;75;65
2020-02-18;17;n/d;69;51;59;74;57;75;75;70;n/d;60;59;61;73;76;65;68;52;69;73;79;74;57
2020-02-18;18;n/d;57;36;55;71;50;72;70;69;n/d;48;52;55;71;71;48;52;41;64;69;76;71;53
2020-02-18;19;n/d;55;47;41;70;43;69;68;68;n/d;43;46;47;71;70;47;53;35;61;62;74;68;41
2020-02-18;20;n/d;63;53;49;71;48;69;70;68;n/d;51;48;61;67;70;57;59;46;55;64;70;68;46
2020-02-18;21;n/d;65;57;57;73;61;69;72;68;n/d;56;53;67;66;71;58;61;54;61;65;74;70;53
2020-02-18;22;n/d;67;61;63;75;63;71;75;71;n/d;57;57;70;67;72;61;63;57;66;66;75;72;60
2020-02-18;23;n/d;69;63;66;75;65;73;77;72;n/d;61;60;72;68;72;63;64;57;70;71;76;72;62
2020-02-18;24;n/d;71;63;68;75;67;74;78;72;n/d;66;62;73;70;74;66;68;59;73;76;77;74;63
2020-02-19;1;n/d;72;64;67;83;68;73;85;74;n/d;66;66;77;71;78;68;70;65;76;77;81;79;66
2020-02-19;2;n/d;81;67;76;81;70;73;83;74;n/d;75;70;78;73;82;81;78;64;81;83;87;78;67
2020-02-19;3;n/d;77;65;75;80;71;80;81;80;n/d;73;70;75;81;84;81;75;66;76;82;86;76;67
2020-02-19;4;n/d;73;64;73;77;68;75;80;79;n/d;67;68;75;77;80;77;72;61;74;79;85;74;66
2020-02-19;5;n/d;68;59;68;75;61;74;78;75;n/d;63;63;71;79;77;72;68;57;71;76;83;72;61
2020-02-19;6;n/d;56;40;54;69;48;66;74;74;n/d;44;49;63;77;74;61;55;46;70;71;79;67;47
2020-02-19;7;n/d;40;41;38;59;38;62;69;71;n/d;32;36;54;75;69;46;47;27;44;64;76;61;23
2020-02-19;8;n/d;32;36;35;56;33;55;65;67;n/d;33;34;30;70;67;38;43;24;26;59;73;54;23
2020-02-19;9;n/d;38;38;40;55;35;57;63;68;n/d;40;42;48;69;65;45;50;32;36;62;70;52;34
2020-02-19;10;n/d;50;48;46;61;44;61;67;72;n/d;47;47;53;73;69;56;58;41;51;65;68;n/d;46
2020-02-19;11;56;51;53;54;65;51;64;69;74;n/d;53;48;58;73;71;60;62;48;62;68;71;n/d;54
2020-02-19;12;59;59;57;58;68;57;68;72;74;n/d;59;57;66;74;74;67;66;53;68;69;75;n/d;57
2020-02-19;13;60;69;56;64;70;65;71;77;74;n/d;66;62;67;75;73;68;66;53;69;70;77;n/d;61
2020-02-19;14;61;67;56;64;70;56;72;75;74;n/d;60;60;65;74;73;67;64;52;69;69;77;n/d;60
2020-02-19;15;51;64;48;57;67;54;71;75;73;n/d;55;53;60;73;74;62;59;46;69;71;72;n/d;57
2020-02-19;16;53;50;44;48;64;50;70;70;71;n/d;41;52;47;72;70;57;57;48;59;64;75;n/d;48
2020-02-19;17;47;48;38;46;58;48;63;61;71;n/d;42;45;41;69;65;47;51;34;53;44;71;n/d;45
2020-02-19;18;33;30;23;28;52;27;59;54;62;n/d;28;39;38;68;63;33;37;19;51;42;63;n/d;30
2020-02-19;19;29;35;33;23;51;28;56;54;58;n/d;31;36;36;63;59;37;45;24;44;47;68;n/d;23
2020-02-19;20;35;42;40;32;54;28;61;57;58;n/d;39;39;42;60;60;37;52;27;47;53;62;n/d;29
2020-02-19;21;34;44;43;34;54;32;60;59;58;n/d;40;36;47;59;60;33;49;32;50;54;64;n/d;34
2020-02-19;22;35;41;45;34;54;25;61;59;60;n/d;35;38;49;60;61;38;47;33;47;60;66;n/d;38
2020-02-19;23;36;48;44;31;57;33;59;60;62;n/d;38;43;52;60;63;36;49;41;46;59;68;n/d;34
2020-02-19;24;49;49;48;39;61;46;57;60;61;n/d;42;46;57;58;64;50;53;47;49;60;70;n/d;34
2020-02-20;1;55;56;50;44;65;54;58;64;59;n/d;47;54;62;55;63;50;53;50;49;58;72;n/d;39
2020-02-20;2;56;59;48;45;69;54;60;67;57;n/d;48;54;63;55;64;50;52;50;51;59;72;n/d;45
2020-02-20;3;56;60;47;47;67;56;59;67;54;n/d;46;54;58;56;68;50;53;53;52;62;72;n/d;48
2020-02-20;4;54;57;47;47;64;53;57;67;54;n/d;48;55;58;59;65;46;54;52;53;63;72;n/d;47
2020-02-20;5;55;52;45;41;65;45;56;68;58;n/d;43;54;56;65;64;37;50;50;56;63;71;n/d;44
2020-02-20;6;41;43;40;28;63;25;58;66;59;n/d;37;46;53;67;65;37;47;35;56;63;72;n/d;41
2020-02-20;7;32;28;39;23;62;14;61;67;59;n/d;32;33;48;67;68;34;50;21;51;63;71;n/d;36
2020-02-20;8;29;39;41;32;62;26;65;67;59;n/d;39;39;53;68;68;36;53;22;48;64;70;n/d;39
2020-02-20;9;32;48;44;35;64;24;66;68;63;n/d;45;40;54;70;71;43;60;27;54;67;70;n/d;41
2020-02-20;10;45;58;48;41;69;43;69;71;67;n/d;50;49;55;73;72;49;61;32;64;66;74;n/d;44
2020-02-20;11;50;64;53;50;74;55;74;73;68;n/d;53;54;61;70;72;56;64;44;69;64;75;n/d;49
2020-02-20;12;50;69;55;58;76;55;75;74;72;n/d;58;54;63;75;70;60;65;47;68;66;73;n/d;56
2020-02-20;13;52;70;60;57;73;53;76;74;77;n/d;61;55;61;78;70;61;67;47;69;66;72;n/d;55
2020-02-20;14;50;70;63;58;69;51;78;72;78;n/d;60;55;66;80;75;61;68;44;68;73;72;n/d;55
2020-02-20;15;53;72;63;60;78;57;79;79;81;n/d;63;56;74;81;81;66;69;54;70;77;75;n/d;56
2020-02-20;16;57;73;66;63;78;58;79;79;82;n/d;67;59;73;82;81;66;71;60;71;77;78;n/d;57
2020-02-20;17;62;73;64;63;78;63;82;79;81;n/d;65;62;71;78;79;69;69;60;72;74;80;n/d;59
2020-02-20;18;61;71;63;61;74;62;81;81;80;n/d;63;59;73;75;78;65;67;55;70;75;78;n/d;57
2020-02-20;19;61;69;60;65;71;62;77;81;75;n/d;63;53;65;78;79;69;66;54;78;78;76;n/d;61
2020-02-20;20;54;64;53;45;70;56;76;78;78;n/d;57;52;70;79;77;64;59;49;77;74;81;n/d;50
2020-02-20;21;60;69;49;55;71;59;70;77;75;n/d;64;58;60;75;75;69;63;53;74;71;82;n/d;54
2020-02-20;22;57;65;47;61;69;52;69;71;72;n/d;55;54;62;72;74;62;58;51;63;71;79;n/d;50
2020-02-20;23;56;55;46;57;64;51;64;64;70;n/d;49;51;59;72;71;54;56;48;53;70;76;n/d;45
2020-02-20;24;52;54;49;54;62;46;60;61;68;n/d;47;48;44;68;67;48;53;45;52;64;74;n/d;46
2020-02-21;1;51;46;46;51;61;48;56;62;63;n/d;31;48;45;64;63;50;50;45;47;63;72;n/d;40
2020-02-21;2;54;41;41;50;57;44;55;57;60;n/d;27;49;52;61;61;53;49;43;41;62;70;n/d;35
2020-02-21;3;51;40;40;41;55;47;55;57;58;n/d;24;47;50;59;58;50;43;43;42;56;70;n/d;39
2020-02-21;4;48;31;35;33;54;43;51;56;48;n/d;20;46;50;57;53;25;36;41;42;52;71;n/d;37
2020-02-21;5;39;19;23;14;54;38;47;58;43;n/d;9;42;42;54;50;11;27;33;38;50;72;n/d;26
2020-02-21;6;32;11;13;0;47;7;44;56;37;n/d;3;32;6;52;45;2;22;19;30;38;70;n/d;10
2020-02-21;7;17;6;13;0;39;2;42;53;32;n/d;0;14;2;46;40;2;10;10;18;8;69;n/d;0
2020-02-21;8;14;10;11;1;37;5;43;51;31;n/d;3;11;16;40;40;5;16;6;15;16;65;n/d;2
2020-02-21;9;24;24;21;8;45;12;46;52;42;n/d;11;21;21;41;44;13;22;12;21;33;62;n/d;8
2020-02-21;10;32;35;27;18;52;26;50;53;47;n/d;22;31;42;48;51;26;35;23;23;41;55;n/d;18
2020-02-21;11;43;50;39;30;56;41;57;56;51;n/d;34;43;52;56;59;41;44;37;31;48;58;n/d;29
2020-02-21;12;52;59;52;52;64;53;65;67;65;n/d;48;52;62;68;66;58;58;46;45;64;65;64;43
2020-02-21;13;59;66;59;60;70;59;73;76;71;n/d;61;60;69;76;76;64;66;52;57;77;73;69;57
2020-02-21;14;61;68;59;62;76;62;74;78;74;n/d;58;63;67;73;80;66;67;55;65;77;76;72;60
2020-02-21;15;66;69;57;65;76;64;74;75;73;n/d;62;65;67;73;79;66;66;56;68;76;81;74;62
2020-02-21;16;64;70;53;67;76;64;72;75;72;n/d;63;64;63;73;75;69;65;58;71;74;80;73;64
2020-02-21;17;57;65;43;61;69;57;71;71;69;n/d;56;58;54;69;71;55;62;53;67;72;74;71;60
2020-02-21;18;45;49;33;50;68;46;67;66;58;n/d;42;50;49;62;67;41;48;41;62;54;73;65;48
2020-02-21;19;41;39;10;37;64;36;60;62;44;n/d;30;41;39;55;63;33;36;34;55;46;70;63;38
2020-02-21;20;32;36;16;29;63;33;57;61;41;n/d;23;38;44;47;60;33;33;33;41;47;67;57;31
2020-02-21;21;40;35;23;29;65;34;60;62;49;n/d;22;41;44;49;61;23;41;40;38;50;68;57;32
2020-02-21;22;42;24;27;28;63;32;58;61;45;n/d;33;43;49;49;62;39;43;42;38;53;69;58;26
2020-02-21;23;39;41;34;28;65;28;58;61;44;n/d;34;44;42;50;61;39;43;38;41;53;66;55;32
2020-02-21;24;36;47;38;20;59;34;58;62;50;n/d;30;46;31;48;60;43;48;43;45;54;65;54;32
2020-02-22;1;41;39;40;30;54;29;56;56;54;n/d;38;43;31;48;60;38;48;37;49;54;63;55;33
2020-02-22;2;40;50;41;35;63;39;56;57;49;n/d;45;45;42;49;55;43;50;43;47;52;63;51;38
2020-02-22;3;43;55;41;39;63;43;57;61;47;n/d;46;46;46;49;56;42;50;44;52;54;65;55;42
2020-02-22;4;47;53;45;38;62;47;55;59;53;n/d;41;48;43;51;60;45;48;45;53;55;67;55;43
2020-02-22;5;51;50;42;38;63;46;56;63;52;n/d;41;51;53;51;62;50;50;45;54;59;71;56;43
2020-02-22;6;47;51;44;40;62;44;56;66;53;n/d;39;48;53;54;61;46;50;44;56;61;69;62;42
2020-02-22;7;43;50;33;28;64;38;56;62;53;n/d;34;42;38;54;61;31;44;39;51;58;68;64;35
2020-02-22;8;43;47;31;25;63;40;54;62;49;n/d;34;43;53;54;59;39;45;38;49;59;67;63;31
2020-02-22;9;46;55;35;38;65;43;58;69;49;n/d;42;46;57;56;64;45;50;39;53;69;69;62;42
2020-02-22;10;50;63;52;49;69;53;68;68;57;n/d;55;50;58;64;72;57;59;47;62;70;67;62;48
2020-02-22;11;58;69;59;56;69;59;70;69;67;n/d;61;57;63;71;73;63;63;53;61;71;73;69;54
2020-02-22;12;63;70;60;60;70;64;75;71;76;n/d;62;61;63;73;75;65;65;59;64;76;75;69;57
2020-02-22;13;61;72;63;64;70;65;75;70;78;n/d;64;62;64;77;79;68;69;60;66;78;79;69;60
2020-02-22;14;62;73;65;62;69;66;76;69;78;n/d;65;61;60;78;79;67;72;57;68;76;78;67;59
2020-02-22;15;58;71;63;61;66;62;77;65;79;n/d;61;55;57;80;75;64;70;52;66;73;75;66;57
2020-02-22;16;54;66;62;58;63;58;75;66;79;n/d;57;50;57;77;74;62;66;51;63;73;71;64;51
2020-02-22;17;52;62;59;51;63;54;74;67;76;n/d;49;49;56;73;73;61;63;50;59;73;69;61;47
2020-02-22;18;51;63;52;55;63;54;73;68;72;n/d;51;46;55;66;73;61;59;48;59;73;72;61;49
2020-02-22;19;47;66;50;52;64;52;70;68;68;n/d;52;48;58;68;74;61;63;47;56;74;72;61;45
2020-02-22;20;48;66;49;54;65;52;67;68;67;n/d;54;48;60;67;71;60;64;48;57;70;72;62;47
2020-02-22;21;49;67;59;54;66;56;67;67;66;n/d;55;47;59;72;70;60;64;47;58;71;69;63;46
2020-02-22;22;50;63;60;54;65;55;71;66;68;n/d;53;49;61;69;71;57;64;50;57;70;71;63;47
2020-02-22;23;53;64;59;58;67;57;70;67;70;n/d;58;53;62;64;71;60;66;49;58;71;70;64;50
2020-02-22;24;55;69;60;60;67;59;71;68;72;n/d;59;55;63;67;71;61;66;51;61;71;71;65;51
2020-02-23;1;54;69;61;60;68;60;69;68;72;n/d;60;54;63;68;69;62;65;49;62;69;70;65;51
2020-02-23;2;56;69;63;59;68;60;69;68;70;n/d;60;54;63;67;68;65;63;50;63;68;68;64;53
2020-02-23;3;55;68;61;56;67;60;68;68;68;n/d;59;54;62;65;67;62;63;53;63;66;68;65;54
2020-02-23;4;57;68;59;57;66;60;68;67;65;n/d;58;54;62;65;67;63;64;53;63;64;66;64;54
2020-02-23;5;56;67;59;56;65;59;66;67;64;n/d;58;53;62;66;65;62;63;52;62;65;65;62;52
2020-02-23;6;55;65;58;54;64;56;65;65;65;n/d;56;50;60;65;63;59;61;50;61;66;65;61;51
2020-02-23;7;53;63;58;53;64;54;65;63;64;n/d;54;50;58;64;63;58;60;51;58;64;64;61;49
2020-02-23;8;53;63;57;52;62;54;64;63;64;n/d;52;48;58;65;63;58;60;49;57;63;63;60;48
2020-02-23;9;53;61;56;51;60;54;63;62;63;n/d;51;48;56;65;62;57;58;49;56;63;62;58;48
2020-02-23;10;52;60;54;50;59;53;63;61;63;n/d;51;50;55;63;63;56;57;49;55;63;62;57;46
2020-02-23;11;52;57;51;50;57;52;62;59;63;n/d;49;49;52;63;62;55;57;49;53;62;62;56;44
2020-02-23;12;51;57;50;49;56;51;60;58;63;n/d;50;46;52;64;60;52;55;47;53;62;62;55;42
2020-02-23;13;50;56;51;47;55;51;60;59;64;n/d;48;46;52;64;62;53;56;46;52;62;60;53;41
2020-02-23;14;48;55;51;49;55;50;60;58;63;n/d;46;48;53;63;61;55;54;46;54;61;61;53;45
2020-02-23;15;48;54;51;46;54;48;59;57;62;n/d;46;47;51;62;59;53;54;44;53;60;60;51;44
