date;heure;PA01H;LOGNES;MELUN;VILLEM;CERGY;PA13;RUR-E;RUR-NO;RUR-SE;ULIS;CHAMP;PA18;MANT;RUR_S;RUR-SO;VITRY;MONTG;NEUIL;RUR-NE;RAMBO;EIFF3;RUR_N;TREMB
;;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3
2020-02-03;12;50;53;41;51;59;52;65;66;72;62;44;56;57;76;70;57;60;46;58;67;73;60;52
2020-02-03;13;51;50;43;54;62;52;67;66;71;62;45;54;52;75;73;52;58;47;58;65;71;63;50
2020-02-03;14;46;50;43;49;62;49;66;63;66;60;42;54;57;70;70;53;55;43;52;61;69;64;46
2020-02-03;15;46;53;39;49;66;48;68;65;58;56;37;50;51;62;66;48;49;41;54;50;68;65;48
2020-02-03;16;33;34;24;n/d;63;27;61;65;52;49;24;44;52;56;56;29;33;31;50;44;65;59;42
2020-02-03;17;18;26;24;18;52;11;54;58;51;47;17;27;45;56;54;24;36;19;48;49;56;40;29
2020-02-03;18;32;42;37;28;52;34;50;56;55;52;33;36;49;59;60;46;46;36;39;55;58;39;27
2020-02-03;19;40;52;37;42;57;42;55;57;55;51;43;45;51;58;55;48;48;43;51;52;60;54;45
2020-02-03;20;44;52;45;44;54;45;56;59;56;52;43;46;56;58;58;48;49;44;52;55;58;54;47
2020-02-03;21;53;54;49;50;76;53;58;83;59;55;48;49;80;57;64;55;53;55;57;68;65;69;52
2020-02-03;22;71;76;60;76;80;70;68;85;66;76;74;68;79;74;81;79;73;69;82;83;81;80;77
2020-02-03;23;73;77;69;73;80;70;84;82;81;74;74;66;78;83;80;79;75;70;81;83;80;77;76
2020-02-03;24;74;75;69;73;79;72;81;83;79;74;71;70;77;80;77;80;76;70;78;80;81;77;75
2020-02-04;1;73;76;67;72;77;69;77;80;79;74;71;70;76;79;78;78;75;65;79;79;82;78;75
2020-02-04;2;70;74;68;71;74;69;77;77;78;72;69;68;73;79;78;76;73;64;75;78;78;72;71
2020-02-04;3;68;71;65;69;73;65;74;75;76;69;67;67;71;77;76;73;70;61;72;75;76;71;69
2020-02-04;4;66;70;62;62;70;64;71;73;73;69;65;65;68;75;74;71;66;59;72;73;76;69;65
2020-02-04;5;63;66;58;61;69;55;68;71;70;68;59;61;69;73;73;68;61;54;69;72;76;67;57
2020-02-04;6;59;61;46;53;68;52;65;74;70;68;49;52;68;71;71;65;59;48;61;69;76;64;48
2020-02-04;7;51;58;38;51;65;44;60;72;66;62;44;48;61;70;71;58;54;41;54;69;76;64;46
2020-02-04;8;44;50;29;43;61;37;60;69;65;63;38;41;61;71;68;50;46;37;59;66;73;68;36
2020-02-04;9;45;56;46;48;63;42;58;70;70;65;46;46;66;72;70;62;57;41;60;68;75;69;44
2020-02-04;10;52;66;54;55;69;50;68;73;73;67;52;52;70;73;74;65;63;51;73;71;75;75;65
2020-02-04;11;54;59;56;51;72;59;78;78;75;69;56;57;73;77;78;71;66;53;75;77;76;71;56
2020-02-04;12;64;63;58;68;75;62;74;81;76;72;66;63;79;79;79;73;68;63;77;78;77;77;69
2020-02-04;13;68;72;64;71;74;61;77;80;81;76;68;65;79;79;78;75;70;67;79;79;79;78;70
2020-02-04;14;68;74;65;71;73;65;79;81;82;76;67;66;78;79;81;73;68;65;79;81;81;78;69
2020-02-04;15;67;74;60;68;74;64;79;81;81;74;69;61;78;81;80;74;68;65;81;80;81;78;68
2020-02-04;16;65;70;52;70;71;59;76;80;81;72;62;56;76;79;80;71;66;64;78;80;79;75;66
2020-02-04;17;60;63;53;62;62;57;76;77;78;69;57;51;71;79;77;66;62;58;75;75;76;72;57
2020-02-04;18;56;57;47;52;56;52;69;75;76;65;51;48;69;76;74;59;53;54;71;72;73;69;54
2020-02-04;19;53;55;47;50;57;50;67;73;73;65;49;45;65;74;73;60;55;53;70;72;71;67;49
2020-02-04;20;53;53;47;50;57;52;66;70;71;64;48;46;65;72;69;58;56;49;70;69;69;66;53
2020-02-04;21;55;53;49;50;58;52;65;68;69;62;45;46;62;68;66;59;55;53;69;68;69;64;55
2020-02-04;22;53;54;47;50;57;52;63;66;69;61;45;49;61;66;64;58;53;50;66;66;67;64;53
2020-02-04;23;50;56;46;49;57;50;60;66;69;60;46;48;60;66;63;54;54;49;62;65;65;61;54
2020-02-04;24;50;53;44;49;60;50;60;64;68;58;46;49;57;64;62;56;54;52;60;64;64;61;54
2020-02-05;1;54;55;43;54;63;52;57;67;63;55;54;42;54;60;58;60;55;48;61;61;68;69;50
2020-02-05;2;61;60;50;65;62;58;58;62;59;59;59;58;42;59;58;63;57;51;65;58;76;72;56
2020-02-05;3;62;69;49;68;59;62;64;60;44;57;62;59;37;56;58;73;66;50;67;50;80;69;64
2020-02-05;4;62;63;53;52;63;57;67;68;29;52;53;52;35;55;50;64;60;56;66;41;79;69;53
2020-02-05;5;53;54;42;42;56;52;67;65;30;52;49;45;32;55;45;58;54;41;63;27;71;66;44
2020-02-05;6;42;41;33;35;48;45;64;64;43;49;35;31;24;55;40;48;43;27;57;32;61;65;35
2020-02-05;7;27;29;24;23;32;33;59;64;33;29;24;20;22;51;45;32;33;21;51;34;50;61;20
2020-02-05;8;25;11;11;14;21;22;53;62;25;29;11;14;23;46;43;18;18;18;48;27;43;58;8
2020-02-05;9;33;15;13;24;28;29;48;61;36;28;21;20;29;42;50;23;26;21;48;22;27;56;19
2020-02-05;10;36;48;42;38;36;35;62;58;51;25;28;30;39;52;54;33;34;28;44;41;28;56;n/d
2020-02-05;11;40;54;58;40;48;39;63;62;70;38;44;32;44;44;54;40;35;35;56;50;33;57;n/d
2020-02-05;12;47;60;54;51;54;45;63;61;74;40;52;42;52;43;61;44;43;41;67;60;35;63;54
2020-02-05;13;59;62;64;52;62;53;72;64;75;46;56;48;52;44;66;51;56;50;72;64;45;70;63
2020-02-05;14;52;65;69;63;65;50;73;69;76;51;56;46;55;59;65;59;53;43;72;67;47;71;70
2020-02-05;15;48;69;68;63;65;48;75;70;76;43;58;41;63;72;57;54;56;32;75;60;49;70;70
2020-02-05;16;50;61;64;52;61;52;73;71;76;47;47;38;55;74;48;55;47;32;72;49;47;61;69
2020-02-05;17;47;48;53;40;44;51;69;63;74;47;47;25;51;68;47;53;45;20;62;39;47;46;56
2020-02-05;18;32;34;40;40;30;39;55;56;68;27;43;32;20;61;48;55;47;15;56;28;33;46;22
2020-02-05;19;31;22;38;21;16;46;37;52;60;27;30;24;12;63;47;46;32;22;65;28;36;52;9
2020-02-05;20;41;20;36;5;12;41;28;51;49;27;22;27;9;62;36;41;25;22;64;21;49;48;18
2020-02-05;21;39;13;41;10;20;41;24;39;36;23;9;26;9;60;36;38;22;27;69;45;62;52;21
2020-02-05;22;29;35;25;4;5;31;28;18;33;41;32;30;10;56;38;29;17;29;72;43;59;45;11
2020-02-05;23;27;54;26;22;1;37;26;11;41;37;39;43;8;55;52;24;17;36;71;48;66;23;6
2020-02-05;24;41;52;45;23;1;40;37;10;64;51;27;36;7;58;48;32;16;34;67;33;60;27;1
2020-02-06;1;47;48;32;26;1;38;37;17;54;44;30;41;6;54;44;31;22;36;65;20;61;33;1
2020-02-06;2;45;31;25;17;13;36;37;16;32;38;24;30;7;50;41;37;17;43;57;27;64;39;2
2020-02-06;3;44;30;18;34;15;43;39;21;22;39;26;11;5;42;44;29;19;42;63;22;71;49;1
2020-02-06;4;49;26;26;32;15;36;29;23;25;35;19;4;5;44;42;31;21;45;68;39;69;53;1
2020-02-06;5;37;8;26;7;12;32;36;27;36;30;5;3;5;44;46;14;26;20;61;20;63;50;1
2020-02-06;6;2;5;11;3;8;20;39;32;28;15;0;2;5;39;46;9;14;1;52;11;64;48;2
2020-02-06;7;1;4;4;1;4;4;39;34;24;3;0;2;6;38;35;6;6;2;48;5;72;46;2
2020-02-06;8;2;6;9;1;1;3;37;28;21;4;0;4;5;38;25;4;4;2;49;8;68;43;2
2020-02-06;9;5;12;26;5;13;11;39;36;32;8;8;5;8;39;20;7;10;4;52;18;51;44;5
2020-02-06;10;17;24;44;25;35;16;50;46;45;16;16;9;10;46;24;17;27;7;50;28;54;53;28
2020-02-06;11;39;43;50;39;43;n/d;59;50;54;36;31;15;20;53;36;25;46;14;55;36;50;47;44
2020-02-06;12;51;61;52;50;48;n/d;64;59;61;52;56;32;n/d;58;51;48;54;28;58;54;57;44;56
2020-02-06;13;47;66;55;53;52;40;66;59;65;60;58;45;46;60;57;61;58;38;61;59;52;66;62
2020-02-06;14;47;66;61;60;64;51;68;56;71;63;58;42;46;63;63;58;61;36;66;64;52;73;66
2020-02-06;15;53;66;67;57;63;54;70;57;71;65;56;40;45;71;64;51;61;35;65;67;56;70;65
2020-02-06;16;46;62;62;50;56;50;69;63;70;62;51;34;46;70;61;52;58;27;63;65;53;67;62
2020-02-06;17;31;49;52;39;40;40;53;53;66;53;40;24;43;65;60;36;41;18;54;57;44;65;42
2020-02-06;18;19;11;43;28;27;26;51;49;57;21;7;8;30;62;59;24;16;7;49;46;40;63;19
2020-02-06;19;10;6;43;26;32;17;47;52;55;15;7;9;28;55;54;7;6;6;49;25;35;57;11
2020-02-06;20;7;7;37;20;28;20;44;52;56;6;5;6;39;56;45;7;12;4;48;17;47;53;10
2020-02-06;21;8;7;39;25;37;20;46;49;55;8;6;7;43;52;47;7;10;4;50;13;49;52;22
2020-02-06;22;28;15;40;26;34;18;49;45;51;24;6;8;35;46;43;11;27;4;49;21;54;50;20
2020-02-06;23;26;35;43;31;17;12;49;44;45;42;31;8;16;44;39;18;23;4;51;42;51;49;22
2020-02-06;24;25;40;41;27;15;17;47;45;41;37;35;6;16;45;36;28;27;5;51;47;49;48;13
2020-02-07;1;24;39;32;28;25;19;40;43;41;35;41;4;9;41;36;31;29;5;53;44;56;47;6
2020-02-07;2;28;38;32;34;27;25;44;39;41;34;43;4;11;36;32;39;27;3;53;38;60;45;9
2020-02-07;3;30;40;27;32;28;33;45;35;41;32;41;15;6;35;29;41;25;21;52;40;53;43;8
2020-02-07;4;28;42;20;32;22;31;46;29;39;28;40;23;4;36;30;39;23;27;51;40;48;44;11
2020-02-07;5;31;45;14;21;25;24;45;24;37;25;37;20;4;35;28;33;23;22;49;37;46;41;8
2020-02-07;6;17;37;20;7;11;5;41;19;33;10;27;10;3;34;25;13;18;7;46;32;42;38;10
2020-02-07;7;5;26;15;1;0;6;38;8;20;8;14;10;4;32;27;10;8;4;42;26;42;21;5
2020-02-07;8;4;21;8;7;1;5;39;7;31;6;13;5;4;32;25;8;3;5;30;22;47;3;3
2020-02-07;9;10;31;13;19;6;9;40;12;40;15;24;9;10;36;34;14;8;7;34;29;59;11;21
2020-02-07;10;15;45;25;31;13;15;46;20;43;29;32;13;18;42;42;25;25;9;42;34;41;16;33
2020-02-07;11;20;52;37;36;22;25;52;29;48;36;37;19;29;46;46;35;34;15;48;41;33;28;43
2020-02-07;12;26;54;42;41;26;33;57;41;57;43;42;23;44;48;53;44;41;20;54;50;40;36;51
2020-02-07;13;29;60;46;n/d;31;37;61;56;61;49;47;27;51;53;62;48;50;26;58;59;45;39;54
2020-02-07;14;32;62;53;n/d;40;n/d;65;60;66;51;48;30;58;58;62;52;49;29;62;58;50;44;56
2020-02-07;15;28;62;58;n/d;44;n/d;68;59;69;49;50;30;62;59;70;52;48;33;63;62;57;51;57
2020-02-07;16;29;55;37;47;56;38;66;67;68;42;46;19;56;56;66;34;44;32;60;58;56;45;49
2020-02-07;17;18;48;28;36;48;20;60;67;58;35;38;13;50;52;63;26;29;19;58;42;59;33;35
2020-02-07;18;8;24;8;12;34;8;55;62;45;32;11;17;32;50;53;12;18;11;51;19;62;16;20
2020-02-07;19;8;22;1;2;25;7;52;50;29;48;4;13;21;45;50;10;17;7;47;11;60;2;5
2020-02-07;20;5;16;6;3;26;5;52;51;36;45;20;7;29;45;49;9;13;13;43;35;58;2;4
2020-02-07;21;5;28;17;3;38;7;53;46;36;47;28;6;36;39;52;n/d;10;15;40;34;57;2;3
2020-02-07;22;3;38;17;16;31;9;51;47;34;47;27;5;44;41;53;16;27;8;44;47;62;2;11
2020-02-07;23;12;41;20;21;33;18;50;47;44;44;22;11;48;43;45;16;29;8;44;44;65;2;23
2020-02-07;24;13;40;23;19;49;16;49;48;46;43;26;14;45;44;39;24;29;21;45;43;73;4;30
2020-02-08;1;14;41;32;25;50;24;48;36;46;47;28;17;49;45;47;27;26;19;47;41;74;7;33
2020-02-08;2;21;41;39;28;53;30;50;32;46;48;37;20;49;45;49;31;38;19;48;43;65;5;34
2020-02-08;3;23;44;41;34;47;32;50;31;43;48;38;26;49;44;51;33;37;21;48;47;60;13;39
2020-02-08;4;26;46;42;34;48;31;49;41;46;49;39;32;49;47;50;33;40;23;49;40;60;23;45
2020-02-08;5;22;45;39;31;51;26;50;49;49;47;39;26;47;46;50;34;39;17;48;44;60;24;41
2020-02-08;6;16;45;24;28;48;16;50;50;49;45;33;18;45;49;50;25;40;11;47;43;60;25;38
2020-02-08;7;8;39;32;22;46;14;51;48;49;47;32;11;46;50;50;18;39;19;49;42;60;22;37
2020-02-08;8;13;42;32;25;52;17;50;45;44;50;35;13;43;50;51;19;35;19;47;42;58;28;38
2020-02-08;9;19;35;32;23;52;14;52;47;47;51;24;26;38;50;52;25;39;36;48;44;56;43;33
2020-02-08;10;29;46;37;29;49;25;55;46;53;52;35;34;35;54;55;34;44;27;47;42;57;46;33
2020-02-08;11;35;52;41;35;54;33;57;43;58;53;44;39;39;61;59;44;46;31;51;49;60;45;41
2020-02-08;12;36;56;47;40;53;41;62;49;66;53;46;42;38;65;60;47;46;37;53;51;61;48;42
2020-02-08;13;33;57;55;40;49;41;65;50;70;52;47;43;35;66;57;50;51;42;54;49;59;49;41
2020-02-08;14;38;53;49;43;45;39;66;46;69;51;47;44;32;65;57;47;50;35;52;46;59;46;45
2020-02-08;15;36;53;47;40;38;37;66;47;68;51;44;41;38;64;56;46;48;33;49;42;57;45;42
2020-02-08;16;30;46;39;28;40;28;64;47;62;48;36;37;42;60;55;34;44;24;43;40;57;33;33
2020-02-08;17;20;32;34;18;38;21;61;50;59;44;20;26;35;58;57;31;31;24;41;46;79;40;21
2020-02-08;18;21;37;24;25;38;23;57;51;56;50;29;22;43;57;60;22;36;21;43;46;64;32;31
2020-02-08;19;21;22;30;13;50;15;51;56;49;57;12;30;36;51;56;20;27;18;46;40;74;34;13
2020-02-08;20;30;13;19;9;42;22;48;57;46;49;6;39;35;48;55;24;20;25;37;41;91;30;6
2020-02-08;21;27;24;20;10;35;24;50;53;39;47;20;39;43;47;52;28;40;31;32;49;86;34;18
2020-02-08;22;28;30;26;26;56;26;48;62;37;47;23;33;57;48;51;31;35;26;39;49;66;56;37
2020-02-08;23;22;27;23;26;57;22;44;66;44;48;26;33;61;48;53;33;36;29;42;53;63;50;39
2020-02-08;24;19;37;32;28;59;24;42;67;45;50;27;25;58;52;53;31;38;32;43;53;65;49;43
2020-02-09;1;31;38;39;29;60;35;47;64;47;50;32;39;57;55;54;44;45;39;47;52;58;52;40
2020-02-09;2;41;54;44;41;59;45;50;60;50;52;48;47;61;58;58;53;54;42;46;57;61;54;45
2020-02-09;3;48;61;51;47;59;53;52;69;55;57;53;54;67;61;61;58;56;50;60;60;65;57;54
2020-02-09;4;54;63;52;55;68;57;56;70;58;58;56;58;66;64;64;62;59;54;62;66;71;62;60
2020-02-09;5;57;67;52;60;70;59;61;70;60;62;59;61;65;66;68;64;61;58;65;68;74;68;64
2020-02-09;6;62;69;54;61;73;62;65;73;61;64;61;62;67;66;73;65;63;60;69;71;76;69;67
2020-02-09;7;63;70;57;62;74;62;67;73;65;65;63;64;69;68;72;67;64;64;71;71;78;71;67
2020-02-09;8;62;71;59;64;73;64;69;74;65;66;65;63;68;69;73;69;66;62;72;72;77;71;69
2020-02-09;9;63;71;59;65;73;66;69;74;65;65;64;64;69;70;73;70;66;61;72;72;77;71;71
2020-02-09;10;62;73;60;64;73;64;70;74;66;63;66;62;70;69;69;69;67;58;73;69;74;71;70
2020-02-09;11;60;73;62;64;71;64;73;74;68;62;66;63;69;71;71;67;67;58;73;68;74;69;71
2020-02-09;12;61;74;63;66;74;64;73;76;70;64;67;64;71;72;73;68;69;61;75;73;76;73;71
2020-02-09;13;64;73;62;67;74;67;72;75;69;63;68;66;73;71;69;70;69;61;75;70;76;74;72
2020-02-09;14;58;73;62;65;71;61;70;71;67;60;66;60;67;69;68;66;67;56;73;68;69;67;69
2020-02-09;15;58;70;60;60;66;59;69;66;67;60;62;59;61;69;66;63;65;56;69;64;69;64;64
2020-02-09;16;57;69;59;58;63;59;68;66;68;58;62;57;61;69;65;62;65;54;67;63;66;62;64
2020-02-09;17;58;69;61;59;66;60;69;67;69;59;62;58;62;68;67;63;64;55;68;66;68;63;64
2020-02-09;18;57;69;61;60;66;61;70;66;68;59;62;57;62;68;68;65;65;55;67;67;68;64;64
2020-02-09;19;56;68;60;58;66;59;70;67;68;60;61;57;65;69;69;64;63;55;65;67;67;64;62
2020-02-09;20;57;67;58;57;67;60;67;68;68;61;61;57;66;70;70;64;64;56;65;68;68;64;62
2020-02-09;21;59;68;59;58;67;62;67;66;68;61;62;59;65;69;69;66;64;58;66;68;68;65;64
2020-02-09;22;59;66;58;57;64;62;67;66;67;59;60;58;63;67;67;64;63;57;64;65;67;63;63
2020-02-09;23;59;64;56;58;63;62;65;68;65;58;60;57;67;66;67;63;62;57;63;68;67;63;62
2020-02-09;24;64;67;59;62;75;65;66;78;67;62;62;62;74;69;72;66;66;61;66;73;72;73;65
2020-02-10;1;71;73;62;70;76;71;70;80;69;64;69;69;74;71;72;73;69;67;71;74;78;75;72
2020-02-10;2;71;73;63;70;76;71;71;79;72;66;67;69;76;77;76;72;70;68;76;76;77;76;74
2020-02-10;3;78;81;68;81;81;78;77;81;77;71;79;78;81;79;79;82;76;75;78;78;86;77;82
2020-02-10;4;76;80;70;79;81;76;79;82;79;71;76;76;80;82;81;79;77;72;81;80;84;79;82
2020-02-10;5;76;77;70;75;77;74;78;78;81;71;74;72;76;81;81;78;74;69;77;80;81;76;n/d
2020-02-10;6;66;72;66;71;77;68;75;79;78;70;68;66;76;79;78;73;71;63;73;78;79;74;n/d
2020-02-10;7;64;71;61;69;77;63;75;80;76;70;65;64;76;78;78;70;71;60;72;78;82;75;n/d
2020-02-10;8;57;63;56;65;75;62;73;80;75;68;62;60;74;77;79;70;68;57;73;78;80;76;n/d
2020-02-10;9;59;70;59;67;75;63;75;81;74;68;65;63;69;77;78;70;67;59;73;78;83;76;n/d
2020-02-10;10;64;73;56;67;75;65;76;80;74;69;66;66;72;76;78;71;65;62;73;78;79;75;n/d
2020-02-10;11;65;73;61;69;76;68;77;78;76;69;66;66;72;76;79;73;71;65;74;78;80;75;n/d
2020-02-10;12;66;74;62;70;75;68;78;78;76;68;68;68;69;76;78;72;73;64;74;78;79;75;n/d
2020-02-10;13;66;73;57;70;74;70;77;75;77;69;68;65;71;75;76;70;70;62;73;75;79;74;n/d
2020-02-10;14;62;73;57;66;n/d;66;77;74;74;n/d;65;n/d;69;73;75;67;68;n/d;74;70;77;73;n/d
2020-02-10;15;50;64;52;55;70;56;76;71;75;66;58;55;62;75;77;60;66;47;68;77;75;69;n/d
2020-02-10;16;55;68;55;57;63;64;73;72;76;69;64;52;57;77;79;69;70;47;57;79;77;65;n/d
2020-02-10;17;61;71;60;62;65;67;76;74;76;69;66;58;69;78;79;72;71;55;57;79;79;69;n/d
2020-02-10;18;63;71;64;64;65;66;77;77;77;69;65;62;71;78;79;71;71;59;70;78;79;72;n/d
2020-02-10;19;65;73;64;62;67;68;78;78;76;68;64;59;71;76;78;70;71;58;68;78;78;72;n/d
2020-02-10;20;67;72;67;67;79;67;77;83;76;67;67;65;79;77;78;73;71;63;76;76;80;79;n/d
2020-02-10;21;73;78;65;76;80;71;79;84;77;71;74;71;81;79;80;80;75;68;79;81;87;80;n/d
2020-02-10;22;74;78;69;75;82;74;80;84;80;75;75;72;83;80;84;81;78;70;78;85;86;80;n/d
2020-02-10;23;74;80;74;78;82;73;80;84;78;76;76;73;82;79;85;82;79;69;82;86;87;81;n/d
2020-02-10;24;75;80;72;77;81;74;80;82;79;73;75;71;79;82;85;80;78;67;79;86;85;80;n/d
2020-02-11;1;76;80;73;77;80;75;80;82;81;74;75;72;80;82;84;81;79;68;78;84;84;79;n/d
2020-02-11;2;76;80;70;77;80;74;80;82;80;73;76;73;76;82;83;83;80;69;80;82;84;79;n/d
2020-02-11;3;76;81;70;78;81;75;81;81;82;72;76;73;79;82;84;80;78;69;79;84;85;77;n/d
2020-02-11;4;74;80;72;78;79;74;80;80;80;73;75;72;74;80;83;78;77;67;78;84;84;78;n/d
2020-02-11;5;72;76;68;71;78;71;80;70;77;71;69;69;73;78;82;75;75;65;75;81;83;77;n/d
2020-02-11;6;69;73;64;69;78;65;78;78;77;71;65;66;77;79;81;69;71;61;75;81;83;77;n/d
2020-02-11;7;58;66;61;63;74;51;76;77;77;68;57;56;65;77;82;54;66;47;69;82;81;75;n/d
2020-02-11;8;45;53;55;48;67;47;68;75;74;65;42;44;52;75;80;58;61;37;63;79;80;69;n/d
2020-02-11;9;51;62;55;55;67;54;72;70;78;69;55;51;64;75;80;63;62;45;63;80;80;68;n/d
2020-02-11;10;66;70;62;66;76;64;75;80;78;71;65;63;74;77;78;75;72;58;71;80;81;74;n/d
2020-02-11;11;71;76;63;72;78;69;80;82;79;73;70;65;n/d;79;80;78;75;64;78;80;84;78;n/d
2020-02-11;12;70;78;66;74;80;70;81;83;82;74;73;72;n/d;82;83;79;77;66;80;82;84;81;n/d
2020-02-11;13;73;80;67;76;81;71;82;84;83;74;73;72;n/d;82;84;80;78;68;82;83;86;81;n/d
2020-02-11;14;68;77;68;73;80;66;82;84;81;73;71;68;66;81;83;78;76;60;78;82;85;80;n/d
2020-02-11;15;67;72;64;68;75;65;80;82;80;70;65;67;68;82;82;72;68;63;77;81;83;78;n/d
2020-02-11;16;65;70;60;67;75;64;76;80;80;71;66;64;66;79;81;74;72;61;76;79;82;72;n/d
2020-02-11;17;58;61;51;63;69;60;75;79;77;66;61;60;61;79;80;69;64;55;68;80;76;72;n/d
2020-02-11;18;57;58;48;58;71;58;73;81;77;66;55;56;54;77;77;67;61;51;61;76;80;70;n/d
2020-02-11;19;48;62;49;57;65;47;72;74;75;64;50;49;45;76;76;56;56;38;65;74;80;73;n/d
2020-02-11;20;50;45;54;53;66;55;71;73;73;65;47;53;52;70;75;63;61;50;51;71;79;65;n/d
2020-02-11;21;62;65;58;63;71;63;67;75;71;67;61;58;59;71;76;69;66;57;58;76;80;68;n/d
2020-02-11;22;65;69;58;67;71;64;71;76;73;67;61;63;57;72;76;70;66;61;67;76;83;69;n/d
2020-02-11;23;64;68;61;67;70;64;71;76;67;67;59;64;58;66;73;70;68;60;67;74;80;70;n/d
2020-02-11;24;63;68;59;67;73;64;71;76;63;66;59;63;62;60;70;69;68;61;68;72;82;71;n/d
2020-02-12;1;63;70;55;68;72;61;70;76;59;61;57;62;63;60;63;66;65;58;70;65;80;72;n/d
2020-02-12;2;62;65;53;63;69;61;67;72;60;58;57;61;62;60;63;58;59;58;67;60;76;70;n/d
2020-02-12;3;62;61;53;62;67;60;62;71;58;58;54;61;59;62;62;63;58;59;66;62;74;68;n/d
2020-02-12;4;59;62;54;64;68;57;62;72;61;58;55;60;50;62;62;62;60;55;66;63;74;66;n/d
2020-02-12;5;55;56;46;56;67;52;63;71;62;56;45;56;50;62;63;54;54;52;61;66;72;66;n/d
2020-02-12;6;47;49;43;48;63;39;62;66;61;54;33;50;47;60;62;32;48;45;56;65;71;64;n/d
2020-02-12;7;34;31;36;32;57;28;59;65;59;51;21;36;43;53;60;16;40;32;47;59;69;62;n/d
2020-02-12;8;29;27;35;18;56;22;54;65;60;47;21;35;37;56;60;21;40;27;40;59;65;59;n/d
2020-02-12;9;39;42;42;32;60;35;56;64;62;51;33;42;46;61;60;31;45;34;38;62;63;57;n/d
2020-02-12;10;48;55;47;47;64;46;60;71;66;56;41;50;57;65;64;44;54;47;59;69;69;63;n/d
2020-02-12;11;60;59;52;53;69;57;65;73;70;63;50;59;63;72;73;62;61;54;63;73;75;68;56
2020-02-12;12;62;69;57;66;71;61;69;76;75;68;63;62;67;76;77;70;69;57;69;76;77;72;60
2020-02-12;13;66;72;61;69;74;65;72;80;79;72;70;66;73;79;78;75;72;60;75;78;81;78;63
2020-02-12;14;67;75;61;70;77;63;74;82;80;71;69;65;71;80;78;73;71;62;78;79;83;78;63
2020-02-12;15;64;75;59;70;75;67;75;80;82;70;65;65;67;80;78;74;64;58;77;79;80;78;64
2020-02-12;16;57;66;54;65;71;59;75;78;79;65;60;61;55;78;77;64;60;52;72;75;80;75;60
2020-02-12;17;48;49;37;47;64;46;67;67;74;53;38;49;37;69;74;47;51;38;63;68;70;68;44
2020-02-12;18;28;15;8;17;60;21;61;59;60;54;4;34;6;60;67;20;31;13;46;41;64;58;16
2020-02-12;19;17;16;6;1;50;4;57;49;52;50;4;32;14;56;59;15;31;7;41;26;72;19;3
2020-02-12;20;21;24;5;5;27;8;59;46;50;51;10;33;14;58;58;14;39;15;31;39;75;16;1
2020-02-12;21;20;29;29;6;7;14;50;48;41;53;20;24;6;52;60;13;33;19;32;45;67;15;3
2020-02-12;22;20;42;32;21;23;14;47;56;46;55;34;28;35;56;63;19;44;29;44;57;69;31;22
2020-02-12;23;26;50;41;32;58;30;51;55;54;51;41;30;49;59;61;33;48;35;52;55;65;35;42
2020-02-12;24;30;56;47;40;60;34;53;60;56;52;44;32;55;60;63;40;51;30;56;59;63;48;46
2020-02-13;1;35;60;58;45;61;40;55;63;56;57;51;37;56;61;65;49;54;36;60;63;65;51;49
2020-02-13;2;40;62;56;47;67;46;58;65;58;59;53;38;59;57;65;54;53;42;60;63;73;48;52
2020-02-13;3;48;62;54;52;66;48;61;68;59;62;55;49;65;56;66;54;56;46;59;67;74;47;53
2020-02-13;4;45;61;56;53;66;47;60;71;60;57;55;48;64;56;62;53;55;46;61;62;66;55;54
2020-02-13;5;42;61;58;53;66;42;60;69;62;57;56;45;63;60;65;52;55;46;60;61;64;51;55
2020-02-13;6;40;66;56;53;65;40;60;68;62;58;54;42;61;64;66;52;56;38;64;60;63;51;56
2020-02-13;7;38;63;54;48;66;40;64;68;60;60;52;41;58;67;67;53;55;41;67;65;67;50;54
2020-02-13;8;41;59;52;48;64;44;67;66;63;58;52;44;56;66;66;55;59;41;65;62;66;56;52
2020-02-13;9;41;54;53;50;60;43;66;66;65;57;52;46;56;64;63;54;59;42;62;59;63;55;51
2020-02-13;10;45;55;47;46;73;48;63;82;60;58;49;46;71;60;74;56;58;44;56;69;71;68;44
2020-02-13;11;53;58;61;53;83;56;71;86;72;71;47;54;76;76;85;63;68;48;63;84;82;75;n/d
2020-02-13;12;72;70;50;75;82;70;81;86;84;75;68;71;77;81;88;79;73;68;70;86;87;81;n/d
2020-02-13;13;75;83;65;79;83;76;81;85;84;76;78;74;74;86;87;82;80;70;83;86;88;82;68
2020-02-13;14;73;83;72;77;83;74;85;83;85;75;76;73;74;85;86;80;80;70;80;85;87;81;69
2020-02-13;15;68;80;70;n/d;80;73;85;81;84;72;72;66;72;84;83;75;77;68;80;83;84;78;67
2020-02-13;16;69;76;65;n/d;79;70;82;83;82;70;68;69;73;84;81;75;75;68;78;81;85;77;66
2020-02-13;17;65;73;62;n/d;75;68;80;83;84;72;68;64;70;86;85;76;73;61;76;83;85;79;65
